event_id,target,wrong_label,condition,method,relative_alpha,scope,baseline_prediction,prediction,raw_prediction,correct,wrong_target_hit,applied_ratio_mean,applied_ratio_min,applied_ratio_max,oracle_query_label_used
110359,Tsik,Twitter,lp_0-1000,correct_label,0.001,full_prefill_tokens,Phee,Tsik,Tsik,true,false,0.001000191835503626,0.00099609000608325,0.0010034531587734818,true
110359,Tsik,Twitter,lp_0-1000,correct_label,0.003,full_prefill_tokens,Phee,,ikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikik,false,false,0.0029985616648835795,0.002990218112245202,0.003007787512615323,true
110359,Tsik,Twitter,lp_0-1000,correct_label,0.01,full_prefill_tokens,Phee,,isisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisikikisisikisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisikisisikisisisisisikisisisisisisisisisisisisisisisisisisisisisisisisisisisisikisikisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisikikisikikikisisisikisikisikikikikikisisisikikikikisisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisikikikikikikikikikikikikikikikikikikikikikikisikisikikikikikikikikikikikikisikisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisisikikikikisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisikikikikikikikikikikikikikikikikikikikikikikikikisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisisisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikisikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikikik,false,false,0.009999940737283655,0.009963344782590866,0.010033581405878067,true
110359,Tsik,Twitter,lp_0-1000,correct_label,0.03,full_prefill_tokens,Phee,,"ioioioioiosk
ioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioioio",false,false,0.030001951015687416,0.029898149892687798,0.030105911195278168,true
110359,Tsik,Twitter,lp_0-1000,correct_label,0.1,full_prefill_tokens,Phee,,"Ts воп воп воп воп воп воп其与否干 Tháng Tháng消費者与否消費者おい消費者 Tháng消費者おい来自おい воп消費者 Tháng消費者`\`\تأسي воп**おい**おいتأسيتأسيتأسيتأسي Thángتأسيتأسي Tháng вопRemarks其おいتأسي Tháng вопRemarks来自おい与否拜تأسي Tháng干تأسي Tháng干aul вопRemarks消費者`\蛙杭（تأسي（تأسي Thángتأسي ThángRemarks（おいおいnest其gehgehおいnest---

`\kinsonRemarks消費者おいRemarks来自 Tháng contoursتأسي Tháng来自 Thángتأسي Tháng�おい� Parade contours---

 ThángおいおいRemarksおい消費者与否Remarks与否تأسي Tháng---

 ThángRemarks拜与否おい（（ Thángarmeおい来自おい（（（Ts从此おい（娅（（おい（ Thángإزتأسيおい与否与否تأسيおいおいおいおいおいおいおいおいおいおいおいおいおい**おいおいおいおい蛙おい（おいおいおいおいおいおいboxingおいおいおいおい tastingおい消費者おい消費者おい（おいboxing来自おい`\おい（おいおいおいRemarksRemarksRemarksおいおい消費者おいuidkinson从此おい（おい消費者おい---

おいboxingおいおいおい其おいおい从此おい消費者おい（おいRemarks从此おい消費者おいおい消費者おい消費者おい**おいおいおいおいおい从此おいおいおいおいおいおいRemarks（おい（おいRemarksRemarksRemarksتأسيおいتأسي Tháng干おいおいおい消費者おい（おい（おいおい消費者おい（おい（おい---

おい---

おいおいおい消費者おい---

おい---

おい---

おい---

娅（おい（おいmd娅（おいおいおい（娅（おいおいおい---

おいおいおい消費者おいおい（おいおい消費者おいおい其おい消費者おいRemarksおいおい（おい（おいughterおい（おい（おい（おい`おい（おい`おい（おい消費者おい消費者````` Battlefield Battlefield``````おい消費者`おい`おい```おい`おいおいRemarksRemarks消費者おいRemarksRemarksRemarksRemarksRemarks`おいRemarksRemarksRemarksRemarksRemarksRemarksRemarks消費者おいRemarks`おい`おい`おいRemarks`おい消費者おい```おいmdおい`おい`おい`おい消費者おい（おいRemarks干おいRemarks（おいRemarksRemarksRemarksRemarksRemarks（おいRemarksRemarks消費者おいRemarksおいおいおい消費者おい消費者おい从此おいおい（おいおい消費者おいおいおいおいおい娅おい消費者おいおいおいおいおいおいおいおいおいおいRemarksRemarksRemarksRemarksRemarksRemarksRemarksRemarks消費者おいRemarks消費者おい消費者おい消費者おい（おいRemarks消費者おいRemarksRemarksおいおいRemarks（おいRemarksRemarksRemarksRemarksRemarks（おいRemarksRemarksRemarksRemarksRemarksRemarksRemarks`おい（おいRemarksRemarks（おいRemarks`（哦おい（おいおい消費者おい�おい（おい（おい（おいおい（おい（おい（おい（おい（（おいおいおい（おい（おいTs（おいおいおい（おい`おい（おい（（``````おいおいおいおいおい（おいおい消費者おい（`（おいRemarks（おい（（おい其おい消費者おい（おいRemarks`おい（おい（おい`おい（おい（おい（おい消費者おい娅娅`おい消費者おい消費者おい娅其おい消費者（（おい其おい消費者おいRemarks（おいおい消費者おい（おい从此おい消費者おい娅娅娅RemarksRemarks（おい（おい`おい（おい啊おいmdおい（（おい（おい（おい（おい（（（おいRemarks（（おいmdおいおい`おいmdおい（おいおいおい消費者おいおいRemarks其おい（Tsmdおいおい（おい（おいRemarksRemarks Collapse（おいおいおい（おいRemarks（おいmdおい（Ts（おいmdおい（Ts啊おい啊Ts啊Ts（（Ts（（（（（（（Ts（哦おいTsTs（TsTsTsTsおいおいおいおい（おいmdおいおいおい（おい（おい（（（（（おい啊哦おい（おい（おい（おい（おいおいおいおいRemarks（おい（おいmd（（おい（おいおいおい（おい（おい（おいmdおい（おいおいおい（おい（おいmdおい（おい（おい（おい（おい（おい tastingおいおいおい tasting Tháng`おいおい（哦哦（おいおい消費者おいRemarks消費者おい啊おい消費者おいRemarksおいおいRemarksおい---

おい Tháng（おいおい啊おいTsTs Thángおいおい Tháng Tháng Tháng消費者おいRemarks消費者おいおいおいおい（（おいRemarksmdおいおいRemarksRemarksおいおいおいおいおいおいおいおいおいRemarksRemarksRemarksRemarks（おいRemarksRemarksRemarksRemarksRemarksboxing（おいRemarksRemarksTsTsTs其おいTsRemarksRemarks（哦おい`おいmdおい（哦（哦哦（（哦おい Collapse（おい（哦おい Collapse（哦TsRemarks（``おい Collapse（おい Collapse（おい消費者おい其おい（おい（おい（おい（哦Ts（（（（おい（Ts（（（（（哦おいRemarks（（（（（（（（（（（`（哦哦おいRemarks其（（`",false,false,0.09996929485350847,0.09962733089923859,0.10036614537239075,true
110359,Tsik,Twitter,lp_0-1000,wrong_label,0.001,full_prefill_tokens,Phee,Twitter,Twitter,false,true,0.0010002087074099109,0.0009974607964977622,0.0010030989069491625,false
110359,Tsik,Twitter,lp_0-1000,correct_label,0.0001,full_prefill_tokens,Phee,Phee,Phee,false,false,9.999774907295691e-05,9.96386879705824e-05,0.00010032577120000497,true
110359,Tsik,Twitter,lp_0-1000,correct_label,0.0003,full_prefill_tokens,Phee,Tsik,Tsik,true,false,0.00030013358316084905,0.00029913889011368155,0.0003009886422660202,true
110359,Tsik,Twitter,lp_0-1000,wrong_label,0.0001,full_prefill_tokens,Phee,Twitter,Twitter,false,true,0.00010000710660408783,9.966021752916276e-05,0.00010032006684923545,false
110359,Tsik,Twitter,lp_0-1000,wrong_label,0.0003,full_prefill_tokens,Phee,Twitter,Twitter,false,true,0.00030008065056920586,0.00029914642800576985,0.0003010158543474972,false
