event_id,audio_path,label,recording_id,provenance,expert_votes,condition,control_source_event_id
108998,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/108998.wav,Phee,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,108998
108998,/root/animal-omni-kv/data/marmaudio/controls/lp_0-1000_rms_matched/108998.wav,Phee,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-1000_rms_matched,108998
108998,/root/animal-omni-kv/data/marmaudio/controls/lp_0-2000_rms_matched/108998.wav,Phee,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-2000_rms_matched,108998
108998,/root/animal-omni-kv/data/marmaudio/controls/lp_0-4000_rms_matched/108998.wav,Phee,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-4000_rms_matched,108998
108998,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/211832.wav,Phee,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,shuffled_audio,211832
108998,/root/animal-omni-kv/data/marmaudio/controls/silence/108998.wav,Phee,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,silence,108998
110359,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/110359.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,110359
110359,/root/animal-omni-kv/data/marmaudio/controls/lp_0-1000_rms_matched/110359.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-1000_rms_matched,110359
110359,/root/animal-omni-kv/data/marmaudio/controls/lp_0-2000_rms_matched/110359.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-2000_rms_matched,110359
110359,/root/animal-omni-kv/data/marmaudio/controls/lp_0-4000_rms_matched/110359.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-4000_rms_matched,110359
110359,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/137886.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,shuffled_audio,137886
110359,/root/animal-omni-kv/data/marmaudio/controls/silence/110359.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,silence,110359
110581,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/110581.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,110581
110581,/root/animal-omni-kv/data/marmaudio/controls/lp_0-1000_rms_matched/110581.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-1000_rms_matched,110581
110581,/root/animal-omni-kv/data/marmaudio/controls/lp_0-2000_rms_matched/110581.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-2000_rms_matched,110581
110581,/root/animal-omni-kv/data/marmaudio/controls/lp_0-4000_rms_matched/110581.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-4000_rms_matched,110581
110581,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/166603.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,shuffled_audio,166603
110581,/root/animal-omni-kv/data/marmaudio/controls/silence/110581.wav,Tsik,2022_2_4,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,silence,110581
122742,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/122742.wav,Tsik,2022_2_6,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,122742
122742,/root/animal-omni-kv/data/marmaudio/controls/lp_0-1000_rms_matched/122742.wav,Tsik,2022_2_6,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-1000_rms_matched,122742
122742,/root/animal-omni-kv/data/marmaudio/controls/lp_0-2000_rms_matched/122742.wav,Tsik,2022_2_6,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-2000_rms_matched,122742
122742,/root/animal-omni-kv/data/marmaudio/controls/lp_0-4000_rms_matched/122742.wav,Tsik,2022_2_6,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-4000_rms_matched,122742
122742,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/174653.wav,Tsik,2022_2_6,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,shuffled_audio,174653
122742,/root/animal-omni-kv/data/marmaudio/controls/silence/122742.wav,Tsik,2022_2_6,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,silence,122742
137886,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/137886.wav,Twitter,2022_2_7,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,137886
137886,/root/animal-omni-kv/data/marmaudio/controls/lp_0-1000_rms_matched/137886.wav,Twitter,2022_2_7,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-1000_rms_matched,137886
137886,/root/animal-omni-kv/data/marmaudio/controls/lp_0-2000_rms_matched/137886.wav,Twitter,2022_2_7,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-2000_rms_matched,137886
137886,/root/animal-omni-kv/data/marmaudio/controls/lp_0-4000_rms_matched/137886.wav,Twitter,2022_2_7,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-4000_rms_matched,137886
137886,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/193131.wav,Twitter,2022_2_7,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,shuffled_audio,193131
137886,/root/animal-omni-kv/data/marmaudio/controls/silence/137886.wav,Twitter,2022_2_7,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,silence,137886
143307,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/143307.wav,Tsik,2022_2_8,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,143307
143307,/root/animal-omni-kv/data/marmaudio/controls/lp_0-1000_rms_matched/143307.wav,Tsik,2022_2_8,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-1000_rms_matched,143307
143307,/root/animal-omni-kv/data/marmaudio/controls/lp_0-2000_rms_matched/143307.wav,Tsik,2022_2_8,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-2000_rms_matched,143307
143307,/root/animal-omni-kv/data/marmaudio/controls/lp_0-4000_rms_matched/143307.wav,Tsik,2022_2_8,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,lp_0-4000_rms_matched,143307
143307,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/211769.wav,Tsik,2022_2_8,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,shuffled_audio,211769
143307,/root/animal-omni-kv/data/marmaudio/controls/silence/143307.wav,Tsik,2022_2_8,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,silence,143307
161850,/root/animal-omni-kv/data/marmaudio/expert_interventions/full_0-8k/161850.wav,Trill,2022_3_1,four_experts_unanimous_affirmative,Yes|Yes|Yes|Yes,full_0-8k,161850
